word,splitted,freqcount,cdcount
compunction,com-punc-tion,13,13
contradicts,con-tra-dicts,13,13
fabricating,fa-bri-ca-ting,13,13
irrefutable,ir-re-fu-ta-ble,13,13
millisecond,mil-li-se-cond,13,13
nonsensical,non-sen-si-cal,13,13
perpetually,per-pe-tual-l-y,13,13
persecuting,per-se-cu-ting,13,13
physicality,phy-si-ca-li-ty,13,13
puritanical,pu-ri-ta-ni-cal,13,13
reconnected,re-con-nec-ted,13,13
reproducing,re-pro-du-cing,13,13
restricting,res-tric-ting,13,13
restructure,res-truc-ture,13,13
shopkeepers,shop-kee-pers,13,13
somersaults,so-mer-saults,13,13
telekinetic,te-le-ki-ne-tic,13,13
unsupported,un-sup-por-ted,13,13
behavioural,be-ha-vio-ural,13,12
benediction,be-ne-dic-tion,13,12
biographies,bio-grap-hi-es,13,12
concussions,con-cus-sions,13,12
dereliction,de-re-lic-tion,13,12
disapproves,di-sap-proves,13,12
eligibility,e-li-gi-bi-li-ty,13,12
erratically,er-ra-ti-cally,13,12
fluoroscope,fluo-ros-cope,13,12
intensifies,in-ten-si-fies,13,12
Jehoshaphat,Je-hos-hap-hat,13,12
magnanimous,ma-gna-ni-mous,13,12
overstepped,o-vers-tepped,13,12
procurement,pro-cu-rement,13,12
referencing,re-fe-rencing,13,12
retaliatory,re-ta-lia-to-ry,13,12
salvageable,sal-va-gea-ble,13,12
scrutinized,scru-ti-nized,13,12
songwriting,son-gwri-ting,13,12
splenectomy,sple-nec-to-my,13,12
translators,tran-sla-tors,13,12
translucent,tran-slu-cent,13,12
unavoidably,u-na-voi-da-bly,13,12
unpatriotic,un-pa-trio-t-ic,13,12
unspecified,uns-pe-ci-fied,13,12
unsurpassed,un-sur-passed,13,12
Directorate,Di-rec-to-rate,13,11
formulation,for-mu-la-tion,13,11
inflammable,in-flam-ma-ble,13,11
inopportune,i-nop-por-tune,13,11
intensified,in-ten-si-fied,13,11
interracial,in-ter-ra-cial,13,11
lumberjacks,lum-berjacks,13,11
meritorious,me-ri-to-rio-us,13,11
mutilations,mu-ti-la-tions,13,11
predestined,pre-des-tined,13,11
revisionist,re-vi-sio-nist,13,11
suppository,sup-po-si-to-ry,13,11
sweatshirts,sweats-hirts,13,11
unconnected,un-con-nec-ted,13,11
challengers,chal-len-gers,13,10
grandparent,grand-pa-rent,13,10
lubrication,lu-bri-ca-tion,13,10
subscribers,subs-cri-bers,13,10
erroneously,er-ro-neo-u-sly,13,9
lighthouses,light-hou-ses,13,9
linebackers,li-ne-backers,13,9
pomegranate,po-me-gra-nate,13,9
associative,as-so-cia-tive,13,8
exoskeleton,e-xos-ke-le-ton,13,8
proletariat,pro-le-ta-ri-at,13,8
scopolamine,sco-po-lamine,13,8
turtledoves,tur-tle-doves,13,8
cliffhanger,cliff-han-ger,13,7
Glastonbury,Glas-ton-bu-ry,13,3
accumulation,ac-cu-mu-la-tion,13,13
deficiencies,de-fi-cien-cies,13,13
hypoglycemic,hy-po-gly-ce-mic,13,13
impersonated,im-per-so-na-ted,13,13
interactions,in-te-rac-tions,13,13
marginalized,mar-gi-na-lized,13,13
masterminded,mas-ter-min-ded,13,13
obstetrician,obs-te-tri-cian,13,13
prerequisite,pre-re-qui-site,13,13
unquestioned,un-ques-tioned,13,13
acknowledges,ac-know-led-ges,13,12
afterthought,af-tert-hought,13,12
appropriated,ap-pro-pria-t-ed,13,12
bloodsucking,bloo-dsuc-king,13,12
communicates,com-mu-ni-cates,13,12
disciplining,dis-ci-pli-ning,13,12
exhilaration,ex-hi-la-ra-tion,13,12
hairdressers,hair-dres-sers,13,12
hermetically,her-me-ti-cally,13,12
laryngoscope,la-ryn-gos-cope,13,12
misdiagnosed,mis-dia-gno-sed,13,12
pyrotechnics,py-ro-tec-hnics,13,12
stranglehold,stran-gle-hold,13,12
undesirables,un-de-si-ra-bl-es,13,12
declarations,de-cla-ra-tions,13,11
inarticulate,i-nar-ti-cu-late,13,11
readjustment,read-jus-tm-ent,13,11
frankfurters,fran-kfur-ters,13,10
predilection,pre-di-lec-tion,13,10
Stradivarius,Stra-di-va-ri-us,13,10
malfunctions,mal-func-tions,13,9
motorcyclist,mo-tor-cy-clist,13,9
archeologist,arc-heo-logist,13,6
Chesterfield,Ches-ter-field,13,6
parachutists,pa-rac-hu-tists,13,4
astonishingly,as-to-nis-hin-gly,13,13
collaborators,col-la-bo-ra-tors,13,13
frighteningly,frigh-te-nin-gly,13,13
orchestrating,orc-hes-tra-ting,13,13
overconfident,o-ver-con-fi-dent,13,13
qualification,qua-li-fi-ca-tion,13,13
complementary,com-ple-men-tary,13,12
entrepreneurs,en-tre-pre-neurs,13,12
fortuneteller,for-tuneteller,13,12
incorporation,in-cor-po-ra-tion,13,12
individualism,in-di-vi-dua-li-s-m,13,12
Mercurochrome,Mer-cu-roc-hrome,13,12
preservatives,pre-ser-va-tives,13,12
breastfeeding,breas-tfee-ding,13,11
inconsistency,in-con-sis-ten-cy,13,11
registrations,re-gis-tra-tions,13,11
consolidating,con-so-li-da-ting,13,10
cryogenically,cryo-ge-ni-cally,13,10
procrastinate,pro-cras-ti-nate,13,10
redevelopment,re-de-ve-lo-pment,13,10
reunification,reu-ni-fi-ca-ti-on,13,10
supplementary,sup-ple-men-tary,13,10
supercomputer,su-per-com-pu-ter,13,9
thermonuclear,ther-mo-nu-cl-ear,13,9
hallucinogens,hal-lu-ci-no-gens,13,7
abolitionists,a-bo-li-tio-nists,13,4
ichthyologist,icht-hyo-lo-gi-st,13,3
motorcyclists,mo-tor-cy-clists,13,3
geographically,geo-grap-hi-cal-ly,13,13
overestimating,o-ve-res-ti-ma-ting,13,13
satisfactorily,sa-tis-fac-to-rily,13,13
telepathically,te-le-pat-hi-cally,13,13
disintegrating,di-sin-te-gra-ting,13,10
sentimentalist,sen-ti-men-ta-list,13,10
thermodynamics,ther-mo-dy-na-mics,13,10
Naturalization,Na-tu-ra-li-zation,13,9
instantaneously,ins-tan-ta-neo-u-sly,13,13
resourcefulness,re-sour-ce-fulness,13,13
synchronization,sync-hro-ni-zation,13,13
unconsciousness,un-cons-cio-usness,13,13
personification,per-so-ni-fi-ca-tion,13,12
disproportionate,dis-pro-por-tio-nate,13,13
environmentalist,en-vi-ron-men-ta-list,13,11
Dp,D-p,12,9
fy,fy,12,9
lr,l-r,12,8
sn,s-n,12,8
Bm,B-m,12,7
Tp,T-p,12,6
cig,cig,12,12
alt,alt,12,10
aux,aux,12,10
Jah,Jah,12,10
mor,mor,12,10
neg,neg,12,10
gol,gol,12,9
Wac,Wac,12,9
Gyn,Gyn,12,8
Pah,Pah,12,8
Sci,Sci,12,8
Vee,Vee,12,8
Ald,Ald,12,6
kep,kep,12,6
Dao,Dao,12,5
Bae,Bae,12,4
Gou,Gou,12,4
lod,lod,12,4
maw,maw,12,4
Oad,O-a-d,12,4
Crs,C-r-s,12,2
Lir,Lir,12,1
dewy,de-wy,12,12
meld,meld,12,11
nape,nape,12,11
sacs,sacs,12,11
Tali,Ta-li,12,11
togs,togs,12,11
Tosh,Tosh,12,11
wove,wove,12,11
Barr,Barr,12,10
Bobs,Bobs,12,10
unis,u-nis,12,10
vena,ve-na,12,10
fume,fume,12,9
lacs,lacs,12,9
pled,pled,12,9
puce,puce,12,9
Mani,Ma-ni,12,8
mote,mote,12,8
poxy,po-xy,12,8
bogs,bogs,12,7
Jeon,Jeon,12,7
mako,ma-ko,12,7
talc,talc,12,7
Hopi,Ho-pi,12,6
lilt,lilt,12,6
rapt,rapt,12,6
Binh,Binh,12,5
Hebe,Hebe,12,5
baas,baas,12,4
Soma,So-ma,12,4
jute,jute,12,3
Raja,Ra-ja,12,3
Alia,A-lia,12,2
Poot,Poot,12,2
Kazi,Ka-zi,12,1
Loup,Loup,12,1
Wyke,Wyke,12,1
yawl,yawl,12,1
abhor,ab-hor,12,12
barbs,barbs,12,12
cadre,ca-dre,12,12
clued,clued,12,12
dimly,dim-ly,12,12
grata,gra-ta,12,12
harps,harps,12,12
purrs,purrs,12,12
spoof,spoof,12,12
strum,strum,12,12
vivre,vi-vre,12,12
Babel,Ba-bel,12,11
brows,brows,12,11
busty,bus-ty,12,11
dowdy,dow-dy,12,11
earls,earls,12,11
Janes,Janes,12,11
lulls,lulls,12,11
mains,mains,12,11
scads,scads,12,11
snags,snags,12,11
soupy,sou-py,12,11
surer,su-rer,12,11
throb,throb,12,11
Wight,Wight,12,11
biddy,bid-dy,12,10
cooch,cooch,12,10
durst,durst,12,10
obits,o-bits,12,10
outed,ou-ted,12,10
scant,scant,12,10
sprig,sprig,12,10
tepid,te-pid,12,10
tilts,tilts,12,10
arent,a-rent,12,9
croon,croon,12,9
domes,domes,12,9
duvet,du-vet,12,9
idiom,i-di-om,12,9
kneed,kneed,12,9
Manet,Ma-net,12,9
pikes,pikes,12,9
tutus,tu-tus,12,9
verve,verve,12,9
wince,wince,12,9
pings,pings,12,8
refit,re-fit,12,8
sixer,sixer,12,8
Swain,Swain,12,8
boars,boars,12,7
hoofs,hoofs,12,7
natty,nat-ty,12,7
neigh,neigh,12,7
sages,sa-ges,12,7
Wahoo,Wa-hoo,12,7
leche,leche,12,6
Mumsy,Mum-sy,12,6
sarin,sa-rin,12,6
Twink,Twink,12,6
homme,homme,12,5
macaw,ma-caw,12,5
Pingo,Pin-go,12,5
Acton,Ac-ton,12,4
cutty,cut-ty,12,4
globs,globs,12,4
Rabat,Ra-bat,12,4
Sabir,Sa-bir,12,4
Sprat,Sprat,12,4
bairn,bairn,12,2
Brack,Brack,12,2
caber,caber,12,2
Gemma,Gem-ma,12,2
Gismo,Gi-smo,12,2
scion,sc-ion,12,2
Solan,So-lan,12,2
Terek,Te-rek,12,2
Wakan,Wa-kan,12,2
Coble,Co-ble,12,1
Hongs,Hongs,12,1
Mages,Ma-ges,12,1
Yangs,Yangs,12,1
angled,an-gled,12,12
awoken,a-wo-ken,12,12
bawled,bawled,12,12
busses,bus-ses,12,12
coiled,coiled,12,12
creaky,crea-ky,12,12
cynics,cy-nics,12,12
dicing,di-cing,12,12
jiving,ji-ving,12,12
lopped,lopped,12,12
Madras,Ma-dras,12,12
menage,me-nage,12,12
netted,net-ted,12,12
outcry,out-cry,12,12
pathos,pat-hos,12,12
quiets,qui-ets,12,12
raiser,rai-ser,12,12
rigors,ri-gors,12,12
roomed,roomed,12,12
scorns,scorns,12,12
scruff,scruff,12,12
shoals,shoals,12,12
snaked,snaked,12,12
snobby,snob-by,12,12
snored,snored,12,12
stoves,stoves,12,12
taster,tas-ter,12,12
tenets,te-nets,12,12
twisty,twis-ty,12,12
wagers,wa-gers,12,12
wields,wields,12,12
wilted,wil-ted,12,12
yahoos,ya-hoos,12,12
armful,arm-ful,12,11
baster,baster,12,11
bathes,bathes,12,11
chucks,chucks,12,11
coitus,coi-tus,12,11
comers,co-mers,12,11
cuties,cu-ties,12,11
dilate,di-late,12,11
dingle,din-gle,12,11
eroded,e-ro-ded,12,11
evaded,e-va-ded,12,11
frothy,frot-hy,12,11
gasped,gasped,12,11
grungy,grun-gy,12,11
guzzle,guz-zle,12,11
haired,haired,12,11
holier,ho-li-er,12,11
hoofer,hoofer,12,11
kneels,kneels,12,11
loosed,loosed,12,11
Maison,Mai-son,12,11
mooing,moo-ing,12,11
nitric,ni-tric,12,11
piqued,piqued,12,11
resale,re-sale,12,11
revved,revved,12,11
rotors,ro-tors,12,11
sanest,sa-nest,12,11
scrawl,scrawl,12,11
seizes,sei-zes,12,11
smears,smears,12,11
snarky,snar-ky,12,11
squats,squats,12,11
swoosh,swoosh,12,11
tamale,ta-ma-le,12,11
teases,tea-ses,12,11
tenths,tenths,12,11
tidied,ti-died,12,11
weaned,weaned,12,11
abacus,a-ba-cus,12,10
Adagio,A-da-g-io,12,10
analog,a-na-log,12,10
bended,ben-ded,12,10
bunkie,bun-kie,12,10
clangs,clangs,12,10
Gibbon,Gib-bon,12,10
guvnor,guvnor,12,10
Juneau,Ju-neau,12,10
lading,la-ding,12,10
masher,masher,12,10
Moonie,Moo-nie,12,10
petted,pet-ted,12,10
pimply,pim-ply,12,10
reaped,reaped,12,10
recoup,re-coup,12,10
sabers,sa-bers,12,10
setups,se-tups,12,10
spongy,spon-gy,12,10
Teflon,Te-flon,12,10
trudge,trudge,12,10
uncork,un-cork,12,10
wilful,wil-ful,12,10
beaner,beaner,12,9
brulee,bru-lee,12,9
clanks,clanks,12,9
enemas,e-ne-mas,12,9
gurgle,gur-gle,12,9
Jeanne,Jeanne,12,9
knaves,knaves,12,9
lifter,lif-ter,12,9
litres,litres,12,9
mohair,mo-hair,12,9
phased,phased,12,9
scummy,scum-my,12,9
Tupelo,Tu-pe-lo,12,9
villas,vil-las,12,9
bumble,bum-ble,12,8
discus,dis-cus,12,8
Grosse,Grosse,12,8
Havens,Ha-vens,12,8
hurted,hurted,12,8
Lauder,Lau-der,12,8
rapier,ra-pi-er,12,8
Slappy,Slap-py,12,8
Yodels,Yo-dels,12,8
Lister,Lis-ter,12,7
Nippon,Nip-pon,12,7
Prosit,Pro-sit,12,7
pushup,pus-hup,12,7
Rosier,Ro-si-er,12,7
skiers,ski-ers,12,7
ageism,a-ge-ism,12,6
Banyan,Ba-nyan,12,6
femmes,femmes,12,6
flange,flange,12,6
kibitz,ki-bitz,12,6
mateys,ma-teys,12,6
Pippen,Pip-pen,12,6
Sharky,Shar-ky,12,6
aphids,ap-hids,12,5
Aryans,A-ryans,12,5
Mousey,Mou-sey,12,5
Santee,San-tee,12,5
Ahchoo,Ahc-hoo,12,4
Milner,Mil-ner,12,4
Olivet,O-li-vet,12,4
Rooker,Roo-ker,12,4
Towser,Towser,12,4
Tuareg,Tua-reg,12,4
Barbas,Bar-bas,12,3
Fenner,Fen-ner,12,3
Gingko,Ging-ko,12,3
Kendal,Ken-dal,12,3
Kookie,Koo-kie,12,3
Nicolo,Ni-co-lo,12,3
Tellus,Tel-lus,12,3
Goonie,Goo-nie,12,2
Hadden,Had-den,12,2
swimmy,swim-my,12,2
Wahine,Wa-hine,12,2
Khalsa,Khal-sa,12,1
Orlean,Or-le-an,12,1
bitched,bitched,12,12
blinker,blinker,12,12
blurted,blur-ted,12,12
bopping,bop-ping,12,12
calorie,ca-lo-rie,12,12
cuddled,cud-dled,12,12
dabbled,dab-bled,12,12
deplore,de-plore,12,12
detours,de-tours,12,12
disarms,di-sarms,12,12
emanate,e-ma-nate,12,12
ensures,en-sures,12,12
fancier,fan-ci-er,12,12
fogging,fog-ging,12,12
groaned,groaned,12,12
growers,gro-wers,12,12
jointly,join-tly,12,12
Misters,Mis-ters,12,12
pitting,pit-ting,12,12
plopped,plopped,12,12
plunges,plun-ges,12,12
remnant,rem-nant,12,12
spittle,spit-tle,12,12
staffer,staf-fer,12,12
taunted,taun-ted,12,12
thrusts,thrusts,12,12
toppled,top-pled,12,12
unfunny,un-fun-ny,12,12
unkempt,un-kempt,12,12
weighty,weigh-ty,12,12
xeroxed,xe-roxed,12,12
airfare,air-fare,12,11
arcades,ar-cades,12,11
bandana,ban-da-na,12,11
barbers,bar-bers,12,11
biggies,big-gies,12,11
blabbed,blabbed,12,11
bringer,bringer,12,11
burnout,bur-nout,12,11
chanced,chanced,12,11
digress,di-gress,12,11
envying,en-vy-ing,12,11
falsify,fal-si-fy,12,11
foghorn,fog-horn,12,11
fortify,for-ti-fy,12,11
gaskets,gas-kets,12,11
grapple,grap-ple,12,11
grinned,grinned,12,11
guppies,gup-pies,12,11
hairnet,hair-net,12,11
hipster,hipster,12,11
magnate,ma-gnate,12,11
mashing,mas-hing,12,11
mishaps,mis-haps,12,11
narrate,nar-rate,12,11
novices,no-vi-ces,12,11
overtly,o-ver-tly,12,11
patella,pa-tel-la,12,11
pounder,poun-der,12,11
pronoun,pro-noun,12,11
sanding,san-ding,12,11
stealer,stea-ler,12,11
suppers,sup-pers,12,11
tumbled,tum-bled,12,11
unbound,un-bound,12,11
beacons,bea-cons,12,10
beaters,bea-ters,12,10
birthed,birthed,12,10
Calvary,Cal-va-ry,12,10
delicti,de-lic-ti,12,10
emailed,e-mailed,12,10
grosses,gros-ses,12,10
hayloft,hay-loft,12,10
hemming,hem-ming,12,10
hurries,hur-ries,12,10
kibbutz,kib-butz,12,10
lobbies,lob-bies,12,10
modules,mo-dules,12,10
pinhole,pin-hole,12,10
priming,pri-ming,12,10
shrines,shrines,12,10
shutout,shu-tout,12,10
sitcoms,sit-coms,12,10
spitter,spitter,12,10
stirrup,stir-rup,12,10
thawing,tha-wing,12,10
topcoat,top-coat,12,10
untried,un-tried,12,10
urethra,u-ret-hra,12,10
urology,u-ro-lo-gy,12,10
vibrato,vi-bra-to,12,10
agonies,a-go-nies,12,9
alleles,al-le-les,12,9
betwixt,be-twixt,12,9
briskly,bris-kly,12,9
cocoons,co-coons,12,9
Dockers,Doc-kers,12,9
fleeced,fleeced,12,9
grabber,grab-ber,12,9
halyard,ha-lyard,12,9
handoff,han-doff,12,9
heifers,hei-fers,12,9
Marconi,Mar-co-ni,12,9
marsala,mar-sa-la,12,9
microbe,mi-crobe,12,9
sassing,sas-sing,12,9
squelch,squelch,12,9
swagger,swag-ger,12,9
utensil,u-ten-sil,12,9
veritas,ve-ri-tas,12,9
Audubon,Au-du-bon,12,8
blooper,bloo-per,12,8
bombard,bom-bard,12,8
courant,cou-rant,12,8
Millers,Mil-lers,12,8
Nibbles,Nib-bles,12,8
papayas,pa-pay-as,12,8
parfait,par-fait,12,8
reagent,rea-gent,12,8
reshoot,res-hoot,12,8
scooper,scoo-per,12,8
stifles,sti-fles,12,8
tempura,tem-pu-ra,12,8
toddies,tod-dies,12,8
umbrage,um-brage,12,8
firebug,fi-re-bug,12,7
harlots,har-lots,12,7
morgues,morgues,12,7
panzers,panzers,12,7
Schwarz,Schwarz,12,7
sealant,sea-lant,12,7
Subzero,Su-bze-ro,12,7
tracers,tra-cers,12,7
wanking,wan-king,12,7
archway,arc-hway,12,6
beepers,bee-pers,12,6
Glaucus,Glau-cus,12,6
palazzo,pa-laz-zo,12,6
stoners,stoners,12,6
trundle,trun-dle,12,6
Rolando,Ro-lan-do,12,5
tannins,tan-nins,12,5
Gentles,Gen-tles,12,4
towline,tow-line,12,4
Twelves,Twelves,12,4
varices,va-ri-ces,12,4
Whitely,Whi-tely,12,4
Brickle,Bric-kle,12,3
Infanta,In-fan-ta,12,3
Yashiro,Yas-hi-r-o,12,3
iridium,i-ri-di-um,12,2
Ventana,Ven-ta-na,12,2
Vicomte,Vi-comte,12,2
Redfoot,Re-dfoot,12,1
Wakanda,Wa-kan-da,12,1
academia,a-ca-de-m-ia,12,12
achiever,ac-hie-ver,12,12
agonized,a-go-nized,12,12
amounted,a-moun-ted,12,12
badmouth,ba-dmouth,12,12
Birdsong,Bir-dsong,12,12
colossus,co-los-sus,12,12
condemns,con-demns,12,12
crouched,crouched,12,12
crunches,crunc-hes,12,12
degrades,de-grades,12,12
disputed,dis-pu-ted,12,12
follicle,fol-li-cle,12,12
hobbling,hob-bling,12,12
impeding,im-pe-ding,12,12
lateness,la-teness,12,12
lemmings,lem-mings,12,12
lengthen,lengt-hen,12,12
liaisons,lia-i-sons,12,12
muttered,mut-tered,12,12
niceties,ni-ce-ties,12,12
notation,no-ta-tion,12,12
nowheres,now-he-res,12,12
outranks,ou-tranks,12,12
patently,pa-ten-tly,12,12
penalize,pe-na-lize,12,12
poolside,pool-side,12,12
pretrial,pre-tr-ial,12,12
radiance,ra-diance,12,12
readying,rea-dy-ing,12,12
relaxant,re-la-xant,12,12
repelled,re-pelled,12,12
resorted,re-sor-ted,12,12
reticent,re-ti-cent,12,12
romanced,ro-manced,12,12
sensibly,sen-si-bly,12,12
sketched,sketched,12,12
songbird,song-bird,12,12
sprawled,sprawled,12,12
succinct,suc-cinct,12,12
sufficed,suf-ficed,12,12
teamster,teams-ter,12,12
tendered,ten-dered,12,12
tightwad,tigh-twad,12,12
trickier,tric-ki-er,12,12
tumblers,tum-blers,12,12
unhinged,un-hinged,12,12
unmasked,un-masked,12,12
warhorse,war-horse,12,12
anagrams,a-na-grams,12,11
anemones,a-ne-mo-nes,12,11
baldness,bal-dness,12,11
bleating,blea-ting,12,11
bookends,boo-kends,12,11
brownish,brow-nish,12,11
cesarean,ce-sa-rean,12,11
coddling,cod-dling,12,11
deferred,de-ferred,12,11
deterred,de-terred,12,11
deviants,de-via-nts,12,11
evicting,e-vic-ting,12,11
fiercest,fier-cest,12,11
firmness,firm-ness,12,11
inducted,in-duc-ted,12,11
itemized,i-te-mized,12,11
mesquite,mes-quite,12,11
orifices,o-ri-fi-ces,12,11
populate,po-pu-late,12,11
Prussian,Prus-sian,12,11
puckered,puckered,12,11
ranching,ranc-hing,12,11
rattlers,rattlers,12,11
secreted,se-cre-ted,12,11
serrated,ser-ra-ted,12,11
shelving,shel-ving,12,11
sponging,spon-ging,12,11
spooking,spoo-king,12,11
staffers,staf-fers,12,11
stemming,stem-ming,12,11
stylized,sty-lized,12,11
subsides,su-bsides,12,11
Sumerian,Su-me-ri-an,12,11
sweeties,swee-ties,12,11
tertiary,ter-tia-ry,12,11
thumbing,thum-bing,12,11
verbiage,ver-bia-ge,12,11
workouts,wor-kouts,12,11
allegory,al-le-go-ry,12,10
bloating,bloa-ting,12,10
blotting,blot-ting,12,10
dextrose,dex-trose,12,10
fallible,fal-li-ble,12,10
megatons,me-ga-tons,12,10
moorings,moo-rings,12,10
niceness,ni-ceness,12,10
operable,o-pe-ra-ble,12,10
outfield,ou-tfield,12,10
potheads,pot-heads,12,10
splicing,spli-cing,12,10
synapses,sy-na-pses,12,10
tattered,tat-tered,12,10
toddling,tod-dling,12,10
vastness,vas-tness,12,10
weaselly,wea-sel-ly,12,10
applauds,ap-plauds,12,9
billfold,bill-fold,12,9
bludgeon,blud-geon,12,9
choruses,cho-ru-ses,12,9
conduits,con-duits,12,9
cornmeal,corn-meal,12,9
desirous,de-si-rous,12,9
eulogies,eu-lo-gies,12,9
ghoulish,ghou-lish,12,9
hardtack,hard-tack,12,9
hayrides,hay-ri-des,12,9
leathers,leat-hers,12,9
planners,plan-ners,12,9
raindrop,rain-drop,12,9
screener,scree-ner,12,9
shallots,shal-lots,12,9
Spangled,Span-gled,12,9
squatter,squat-ter,12,9
stoppage,stop-page,12,9
swishing,swis-hing,12,9
whiskeys,whis-keys,12,9
wildness,wil-dness,12,9
zirconia,zir-co-nia,12,9
Badlands,Ba-dlands,12,8
bandidos,ban-di-dos,12,8
blinkers,blinkers,12,8
diffused,dif-fused,12,8
Flathead,Flat-head,12,8
fluoride,fluo-ride,12,8
phonetic,pho-ne-tic,12,8
Rockaway,Roc-ka-way,12,8
swabbing,swab-bing,12,8
Tanzania,Tan-za-n-ia,12,8
textiles,tex-tiles,12,8
methanol,met-ha-nol,12,7
neutrino,neu-tri-no,12,7
oxidized,o-xi-dized,12,7
protegee,pro-te-gee,12,7
suffices,suf-fi-ces,12,7
Winnipeg,Win-ni-peg,12,7
Woodside,Woo-dside,12,7
kielbasa,kiel-ba-sa,12,6
redeploy,re-de-ploy,12,6
failsafe,fail-safe,12,5
filthier,filt-hier,12,5
inchworm,inc-hworm,12,5
Odysseus,O-dys-se-us,12,5
Yearling,Ye-arling,12,5
Clutters,Clutters,12,4
Wildwood,Wil-dwood,12,4
Auckland,Auc-kland,12,3
stencils,sten-cils,12,3
Perryman,Per-ry-man,12,1
plasmids,pla-smids,12,1
Stickles,Stic-kles,12,1
symbiont,sym-bi-ont,12,1
acrobatic,a-cro-ba-tic,12,12
anywheres,a-nyw-heres,12,12
astounded,as-toun-ded,12,12
backyards,bac-kyards,12,12
candlelit,can-dle-lit,12,12
confessor,con-fessor,12,12
curvature,cur-va-ture,12,12
dimwitted,dim-witted,12,12
eminently,e-mi-nen-tly,12,12
exclusion,ex-clu-sion,12,12
expansive,ex-pan-sive,12,12
firewalls,fi-re-walls,12,12
footnotes,foo-tnotes,12,12
joyriding,joy-ri-ding,12,12
mentoring,men-to-ring,12,12
obscenely,obs-ce-nely,12,12
outwardly,ou-twar-dly,12,12
patterned,pat-terned,12,12
plummeted,plum-me-ted,12,12
posthaste,post-haste,12,12
proofread,proo-fread,12,12
publicize,pu-bli-cize,12,12
reforming,re-for-ming,12,12
regressed,re-gressed,12,12
revulsion,re-vul-sion,12,12
rewinding,re-win-ding,12,12
sharpness,shar-pness,12,12
spiraling,spi-ra-ling,12,12
standings,stan-dings,12,12
statesmen,sta-tesmen,12,12
swindling,swin-dling,12,12
temperate,tem-perate,12,12
underside,un-der-side,12,12
unfocused,un-fo-cused,12,12
unrefined,un-re-fined,12,12
worrisome,wor-ri-some,12,12
birdbrain,bird-brain,12,11
blistered,blis-tered,12,11
calibrate,ca-li-brate,12,11
chickadee,chic-ka-dee,12,11
consigned,con-signed,12,11
countered,coun-tered,12,11
crusading,cru-sa-ding,12,11
earmarked,ear-marked,12,11
economize,e-co-no-mize,12,11
embroider,em-broi-der,12,11
enclosing,en-clo-sing,12,11
enquiries,en-qui-ri-es,12,11
exuberant,e-xu-be-rant,12,11
fumigated,fu-migated,12,11
imprudent,im-pru-dent,12,11
incubated,in-cu-bated,12,11
intensify,in-ten-si-fy,12,11
laryngeal,la-ryn-ge-al,12,11
leveraged,le-veraged,12,11
lumbering,lum-be-ring,12,11
luncheons,lunc-heons,12,11
makeovers,ma-keovers,12,11
merriment,mer-ri-ment,12,11
misdirect,mis-di-rect,12,11
Narcissus,Nar-cis-sus,12,11
pectorals,pec-torals,12,11
pleadings,plea-dings,12,11
possibles,pos-si-bles,12,11
potentate,po-ten-tate,12,11
repayment,re-pay-ment,12,11
repentant,re-pen-tant,12,11
retailers,re-tai-lers,12,11
slapstick,slaps-tick,12,11
sportsmen,spor-tsmen,12,11
squinting,squin-ting,12,11
stampeded,stam-pe-ded,12,11
thrillers,thril-lers,12,11
timeshare,ti-meshare,12,11
tribesmen,tri-besmen,12,11
wriggling,wrig-gling,12,11
aluminium,a-lu-mi-nium,12,10
bedsheets,beds-heets,12,10
blemishes,ble-mis-hes,12,10
bowlegged,bow-leg-ged,12,10
Camembert,Ca-membert,12,10
carbuncle,car-bun-cle,12,10
chicanery,chi-ca-ne-ry,12,10
Cucaracha,Cu-ca-rac-ha,12,10
elopement,e-lopement,12,10
enriching,en-ric-hing,12,10
fiduciary,fi-du-cia-r-y,12,10
frequents,fre-quents,12,10
housemaid,hou-semaid,12,10
inference,in-fe-rence,12,10
manliness,man-li-ness,12,10
Minuteman,Mi-nu-teman,12,10
miscreant,mis-cre-ant,12,10
outdoorsy,out-doorsy,12,10
overblown,o-ver-blown,12,10
passersby,pas-sers-by,12,10
refreshes,re-fres-hes,12,10
romantics,ro-man-tics,12,10
scrounged,scrounged,12,10
splendour,splendour,12,10
straggler,strag-gler,12,10
subpoenas,sub-poe-nas,12,10
sufferers,suf-fe-rers,12,10
unraveled,un-ra-veled,12,10
zoologist,zoo-lo-gi-st,12,10
backswing,bac-kswing,12,9
Bluebeard,Blue-beard,12,9
electives,e-lec-tives,12,9
fairyland,fai-ry-land,12,9
shrinkage,shrin-kage,12,9
subsidies,su-bsi-dies,12,9
capillary,ca-pil-la-ry,12,8
echinacea,ec-hi-na-cea,12,8
geraniums,ge-ra-ni-ums,12,8
Gladstone,Glads-tone,12,8
hurriedly,hur-rie-dly,12,8
imitators,i-mi-ta-tors,12,8
insurgent,in-sur-gent,12,8
jambalaya,jam-ba-laya,12,8
Marauders,Ma-rau-ders,12,8
militants,mi-li-tants,12,8
picketing,pic-ke-ting,12,8
profilers,pro-filers,12,8
Singleton,Sin-gle-ton,12,8
stippling,stip-pling,12,8
swordsmen,swor-dsmen,12,8
antitrust,an-ti-trust,12,7
camellias,ca-mel-lias,12,7
gendarmes,gen-darmes,12,7
